(6667291, 'SA')	1.0	
(6667291, 'LRH15')	1.1066856e-11	
(6667292, 'SA')	1.0	
(6667330, 'SA')	1.0	
(6667332, 'SA')	1.0	
(6667333, 'SA')	1.0	
(6667333, 'THNS')	2.5055261e-09	
(6667397, 'SA')	1.0	
(6667398, 'SA')	1.0	
(6667449, 'SA')	1.0	
(6667449, 'THwoTM20')	1.7930016e-11	
(6667478, 'SA')	1.0	
(6667478, 'LRH15')	9.629284e-12	
(6667479, 'SA')	1.0	
(6667479, 'TH')	1.8545179e-10	
(6667479, 'CCF_1_45')	2.7937794e-09	
(6667480, 'SA')	1.0	
(6667481, 'SA')	1.0	
(6667517, 'SA')	1.0	
(6667518, 'SA')	1.0	
(6667518, 'THwoT10')	2.3938059e-11	
(6667519, 'SA')	1.0	
(6667520, 'SA')	1.0	
(6667521, 'SA')	1.0	
(6667522, 'SA')	1.0	
(6667523, 'SA')	1.0	
(6667523, 'CCF_4_25')	1.0527686e-11	
(6667524, 'SA')	1.0	
(6667525, 'SA')	1.0	
(6667526, 'SA')	1.0	
(6667532, 'SA')	1.0	
(6667532, 'LRH30')	1.3194053e-11	
(6667532, 'CCF_1_45')	9.8431857e-12	
(6667533, 'SA')	1.0	
(6667533, 'CCF_4_45')	4.2443412e-10	
(6667534, 'SA')	1.0	
(6667535, 'SA')	1.0	
(6667535, 'CCF_4')	8.2018705e-11	
(6667536, 'SA')	1.0	
(6667537, 'SA')	1.0	
(6667547, 'SA')	1.0	
(6667547, 'CCF_3')	1.2499449e-11	
(6667548, 'SA')	1.0	
(6667548, 'THwoT10')	1.439574e-11	
(6667549, 'SA')	1.0	
(6667549, 'CCF_4_35')	1.425304e-11	
(6667550, 'SA')	1.0	
(6667550, 'CCF_2_45')	1.3756698e-11	
(6667552, 'SA')	1.0	
(6667552, 'THNS')	2.7012201e-11	
(6667552, 'CCF_3_45')	2.4450775e-11	
(6667556, 'SA')	1.0	
(6667557, 'SA')	1.0	
(6667558, 'SA')	1.0	
(6667558, 'CCF_2_45')	2.1867635e-11	
(6667559, 'SA')	1.0	
(6667559, 'CCF_3')	1.418066e-11	
(6667560, 'SA')	1.0	
(6667560, 'CCF_3_45')	1.9310199e-11	
(6667561, 'SA')	1.0	
(6667562, 'SA')	1.0	
(6667562, 'LRH10')	4.170901e-11	
(6667563, 'SA')	1.0	
(6667564, 'SA')	1.0	
(6667564, 'THNS')	1.2036596e-11	
(6667564, 'CCF_1_25')	1.5599936e-11	
(6667565, 'SA')	1.0	
(6667566, 'SA')	1.0	
(6667566, 'LRH5')	7.7868823e-11	
(6667567, 'SA')	1.0	
