(6667291, 'THwoTM20')	1.0	
(6667292, 'THwoTM20')	1.0	
(6667330, 'THwoTM20')	1.0	
(6667332, 'SA')	1.0	
(6667333, 'SA')	1.0	
(6667397, 'SA')	1.0	
(6667398, 'LRH10')	1.0	
(6667449, 'SA')	1.0	
(6667478, 'THwoTM20')	1.0	
(6667479, 'SA')	1.0	
(6667480, 'LRT30')	1.0	
(6667481, 'LRT30')	1.0	
(6667517, 'LRH10')	0.34930243	
(6667517, 'LRH15')	0.65069757	
(6667518, 'SA')	1.0	
(6667519, 'THwoTM20')	1.0	
(6667520, 'LRT30')	1.0	
(6667521, 'LRT5')	1.0	
(6667522, 'LRH10')	1.0	
(6667523, 'THNS')	1.0	
(6667524, 'THwoTM20')	1.0	
(6667525, 'LRH5')	1.0	
(6667526, 'SA')	1.0	
(6667532, 'SA')	1.0	
(6667533, 'THNS')	1.0	
(6667534, 'SA')	1.0	
(6667535, 'THNS')	1.0	
(6667536, 'SR5')	1.0	
(6667537, 'SA')	1.0	
(6667547, 'LRH5')	1.0	
(6667548, 'LRT15')	1.0	
(6667549, 'SA')	1.0	
(6667550, 'SA')	1.0	
(6667552, 'SA')	1.0	
(6667556, 'SA')	1.0	
(6667557, 'SR5')	1.0	
(6667558, 'THNS')	1.0	
(6667559, 'LRH30')	1.0	
(6667560, 'SA')	1.0	
(6667561, 'SR5')	1.0	
(6667562, 'SA')	1.0	
(6667563, 'THwoTM20')	1.0	
(6667564, 'SA')	1.0	
(6667565, 'THwoTM20')	1.0	
(6667566, 'THwoTM20')	1.0	
(6667567, 'THNS')	1.0	
(6667568, 'THwoTM20')	1.0	
(6667569, 'THwoTM20')	1.0	
(6667570, 'SA')	1.0	
(6667573, 'SA')	1.0	
(6667574, 'LRH5')	1.0	
(6667575, 'THNS')	1.0	
(6667576, 'SA')	1.0	
(6667577, 'LRH10')	1.0	
(6667578, 'LRH15')	1.0	
(6667579, 'SA')	1.0	
(6667580, 'SA')	1.0	
(6667589, 'THwoTM20')	1.0	
(6667590, 'SA')	1.0	
(6667591, 'SA')	1.0	
(6667592, 'SA')	1.0	
(6667593, 'THNS')	1.0	
(6667594, 'THwoT')	1.0	
(6667595, 'SA')	1.0	
(6667596, 'THNS')	1.0	
(6667597, 'SR5')	1.0	
(6667598, 'SA')	1.0	
(6667599, 'THwoTM20')	1.0	
(6667600, 'SA')	1.0	
(6667602, 'SA')	1.0	
(6667604, 'THwoTM20')	1.0	
(6667608, 'THNS')	1.0	
(6667609, 'SA')	1.0	
(6667613, 'THwoT')	1.0	
(6667618, 'SA')	1.0	
(6667619, 'SA')	1.0	
(6667620, 'LRT30')	1.0	
(6667621, 'SA')	1.0	
(6667622, 'SA')	1.0	
(6667623, 'SA')	1.0	
(6667624, 'SR5')	1.0	
(6667627, 'SA')	1.0	
(6667628, 'SA')	1.0	
(6681852, 'LRH15')	1.0	
(6681853, 'THNS')	1.0	
(6681854, 'THwoTM20')	1.0	
(6681855, 'LRH15')	1.0	
(6681877, 'SA')	1.0	
(6681878, 'LRH30')	1.0	
(6681903, 'SA')	1.0	
(6681904, 'SA')	1.0	
(6681906, 'SA')	1.0	
(6681907, 'SA')	1.0	
(6681938, 'SA')	1.0	
(6681939, 'LRH15')	1.0	
(6681974, 'THNS')	1.0	
(6681979, 'SA')	1.0	
(6682004, 'TH')	1.0	
(6682005, 'SA')	1.0	
(6682006, 'LRH15')	1.0	
(6682010, 'SA')	1.0	
(6682066, 'SA')	1.0	
(6682067, 'LRH10')	1.0	
(6682068, 'THNS')	1.0	
(6682069, 'LRT30')	1.0	
(6682070, 'SA')	1.0	
(6682073, 'THwoT')	1.0	
(6682519, 'THNS')	1.0	
(6682520, 'SA')	1.0	
(6683408, 'TH')	1.0	
(6683458, 'THwoTM20')	1.0	
(6683518, 'SA')	1.0	
(6683559, 'SR5')	1.0	
(6683911, 'SA')	1.0	
(6683988, 'THwoT')	1.0	
(6684500, 'SA')	1.0	
(6684567, 'SA')	1.0	
(6684568, 'SA')	1.0	
(6684787, 'SA')	1.0	
(6684816, 'SA')	1.0	
(6684823, 'SA')	1.0	
(6684848, 'LRH15')	1.0	
(6684880, 'SA')	1.0	
(6684905, 'SA')	1.0	
(6684942, 'SA')	1.0	
(6684964, 'SR5')	1.0	
(6684976, 'LRH10')	1.0	
(6684977, 'THwoTM20')	1.0	
(6685008, 'SA')	1.0	
(6685025, 'SA')	1.0	
(6685026, 'SA')	1.0	
(6685027, 'THwoTM20')	1.0	
(6685062, 'THwoTM20')	1.0	
(6685063, 'THwoT10')	1.0	
(6685064, 'SA')	1.0	
(6685079, 'LRH15')	1.0	
(6685096, 'SA')	1.0	
(6685097, 'SA')	1.0	
(6685098, 'LRT30')	1.0	
(6685099, 'SA')	1.0	
(6685119, 'LRH15')	1.0	
(6685129, 'SA')	1.0	
(6685130, 'THwoTM20')	1.0	
(6685131, 'SR5')	1.0	
(6685132, 'SR5')	1.0	
(6685133, 'SA')	1.0	
(6685134, 'SA')	1.0	
(6685163, 'LRT30')	1.0	
(6685164, 'LRT30')	1.0	
(6685165, 'SA')	1.0	
(6685176, 'THNS')	1.0	
(6685183, 'LRT30')	1.0	
(6685194, 'SA')	1.0	
(6685195, 'THwoTM20')	1.0	
(6685196, 'THwoTM20')	1.0	
(6685197, 'LRH10')	1.0	
(6685198, 'SR5')	1.0	
(6685199, 'SA')	1.0	
(6685224, 'THwoT')	1.0	
(6685225, 'LRH15')	1.0	
(6685226, 'SA')	1.0	
(6685251, 'THwoTM20')	1.0	
(6685252, 'SA')	1.0	
(6685270, 'LRT30')	1.0	
(6685271, 'TH')	1.0	
(6685302, 'SA')	1.0	
(6685332, 'SA')	1.0	
(6685338, 'SA')	1.0	
(6685366, 'SA')	1.0	
(6685370, 'SA')	1.0	
(6685371, 'THwoTM20')	1.0	
(6685372, 'SA')	1.0	
(6685387, 'SA')	1.0	
(6685407, 'SA')	1.0	
(6685433, 'THwoTM20')	1.0	
(6685436, 'SA')	1.0	
(6685455, 'SA')	1.0	
(6685492, 'SA')	1.0	
(6685496, 'SR5')	1.0	
(6685497, 'LRH15')	1.0	
(6685524, 'SA')	1.0	
(6685540, 'LRH5')	1.0	
(6685541, 'SA')	1.0	
(6685542, 'TH')	1.0	
(6685543, 'LRH5')	1.0	
(6685544, 'THwoTM20')	1.0	
(6685545, 'THNS')	1.0	
(6685546, 'THwoTM20')	1.0	
(6685547, 'SA')	1.0	
(6685548, 'THNS')	1.0	
(6685549, 'LRH30')	1.0	
(6685550, 'SA')	1.0	
(6685551, 'SA')	1.0	
(6685552, 'SA')	1.0	
(6685553, 'SR5')	1.0	
(6685554, 'SA')	1.0	
(6685555, 'LRH10')	1.0	
(6685556, 'SA')	1.0	
(6685557, 'LRH15')	1.0	
(6685558, 'THNS')	1.0	
